inventory_numbers;tag_inv;NURI;NURI_tag;taxonomy_1;tag_tax_1;taxonomy_2;tag_tax_2;location;tag_loc;stratigraphy;tag_str;author;author_tag;year;year_tag;old_inventory;old_inventory_tag;collector;collector_tag;determiner;determiner_tag
MB.I.7957;INV;http://coll.mfn-berlin.de/u/940725;O;Elcana;GEN;media;SPE;Dobbertin;LOC;Oberer Lias;STR;Handlirsch;O;1906;O;LD 1919/1;O;Slg. Zessin;O;;O
MB.I.7958;INV;http://coll.mfn-berlin.de/u/940779;O;Schaumzikaden;FAM;indet.;SPE;Dobbertin;LOC;Oberer Lias;STR;Handlirsch;O;1906;O;LD 2188/2;O;Slg. Zessin;O;;O
MB.I.7959;INV;http://coll.mfn-berlin.de/u/940709;O;Elcana;GEN;geinitzi;SPE;Dobbertin;LOC;Oberer Lias;STR;Handlirsch;O;1906;O;LD 1775/2;O;Slg. Zessin;O;;O
MB.I.7964;INV;http://coll.mfn-berlin.de/u/940711;O;Elcana;GEN;geinitzi;SPE;Dobbertin;LOC;Oberer Lias;STR;Handlirsch;O;1906;O;LD 2012/3;O;Slg. Zessin;O;;O
MB.I.7965;INV;http://coll.mfn-berlin.de/u/94072f;O;Elcana;GEN;geinitzi;SPE;Dobbertin;LOC;Oberer Lias;STR;Handlirsch;O;1906;O;LD 2169/2;O;Slg. Zessin;O;;O
MB.I.7967;INV;http://coll.mfn-berlin.de/u/9406e7;O;Protomyrmeleon;GEN;brunonis;SPE;Oeningen;LOC;Obermiozän;STR;;O;;O;;O;Coll. Heer;O;;O
MB.I.7968;INV;http://coll.mfn-berlin.de/u/9406d6;O;Zirzipanagrion;GEN;quadriordinum;SPE;Dobbertin;LOC;Oberer Lias;STR;Heer;O;1880;O;LD 1778/2;O;Slg. Zessin;O;;O
MB.I.7969;INV;http://coll.mfn-berlin.de/u/94078e;O;Protomyia;GEN;speciosa;SPE;Dobbertin;LOC;Oberer Lias;STR;Heer;O;1880;O;LD 1846/2;O;Slg. Zessin;O;;O
MB.I.7971;INV;http://coll.mfn-berlin.de/u/940683;O;Protomyia;GEN;speciosa;SPE;Dobbertin;LOC;Oberer Lias;STR;Heer;O;1880;O;LD 2132/1;O;Slg. Zessin;O;;O
MB.I.7972;INV;http://coll.mfn-berlin.de/u/e0bcd6;O;Elcana;GEN;media;SPE;Dobbertin;LOC;Lias;STR;Geinitz;O;1887;O;LDA 169/1;O;Slg. Zessin;O;;O
MB.I.7976;INV;http://coll.mfn-berlin.de/u/e0bd31;O;Protomyrmeleon;GEN;brunonis;SPE;Grimmen;LOC;Lias E;STR;Zessin;O;1991;O;;O;Slg. Zessin;O;;O
MB.I.7977;INV;http://coll.mfn-berlin.de/u/e0bbf7;O;Hymenoptera;ORD;indet.;SPE;Oeningen;LOC;Obermiozän;STR;Heer;O;;O;;O;;O;;O
MB.I.7978;INV;http://coll.mfn-berlin.de/u/e0bc3c;O;Coleoptera;ORD;indet.;SPE;Oeningen;LOC;Obermiozän;STR;Heer;O;;O;;O;;O;;O
MB.I.7979;INV;http://coll.mfn-berlin.de/u/940780;O;Hymenoptera;ORD;indet.;SPE;Dobbertin;LOC;Oberer Lias;STR;Handlirsch;O;1906;O;LD 2183/3;O;Slg. Zessin;O;;O
MB.I.7989;INV;http://coll.mfn-berlin.de/u/e0bc9b;O;Hymenoptera;ORD;indet.;SPE;Dobbertin;LOC;Lias;STR;Geinitz;O;1887;O;LDA 169/2;O;Slg. Zessin;O;;O
MB.I.8005;INV;http://coll.mfn-berlin.de/u/3ac54b;O;Diptera;ORD;indet.;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8104;INV;http://coll.mfn-berlin.de/u/278ddf;O;Hymenoptera;ORD;indet.;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8107;INV;http://coll.mfn-berlin.de/u/653009;O;Hymenoptera;ORD;indet.;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8111;INV;http://coll.mfn-berlin.de/u/2750aa;O;Hymenoptera;ORD;indet.;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8112;INV;http://coll.mfn-berlin.de/u/bfa8fe;O;Hymenoptera;ORD;indet.;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8117;INV;http://coll.mfn-berlin.de/u/335bef;O;Hymenoptera;ORD;indet.;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8122;INV;http://coll.mfn-berlin.de/u/75a0f8;O;Diptera;ORD;indet.;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8123;INV;http://coll.mfn-berlin.de/u/88f8b3;O;Insecta;CLASS;indet.;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8124;INV;http://coll.mfn-berlin.de/u/3c64cd;O;Hymenoptera;ORD;indet.;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8131;INV;http://coll.mfn-berlin.de/u/3d9829;O;Diptera;ORD;indet.;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8140;INV;http://coll.mfn-berlin.de/u/34f1da;O;Diptera;ORD;indet.;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8142;INV;http://coll.mfn-berlin.de/u/e4d98a;O;Diptera;ORD;indet.;SPE;Douglas Pass/Loma, Colorado/USA;LOC;Parachute Creek Member, Green River Formation, tieferes Eözan;STR;;O;;O;MB.1996.5.1;O;leg. Schultka 1996;O;;O
MB.I.8154;INV;http://coll.mfn-berlin.de/u/953a4a;O;Hymenoptera;ORD;indet.;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8155;INV;http://coll.mfn-berlin.de/u/74410b;O;Hymenoptera;ORD;indet.;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8158;INV;http://coll.mfn-berlin.de/u/1b6d99;O;Hymenoptera;ORD;indet.;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8159;INV;http://coll.mfn-berlin.de/u/7de9b3;O;Hymenoptera;ORD;indet.;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8161;INV;http://coll.mfn-berlin.de/u/94070f;O;Insecta;CLASS;indet.;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8165;INV;http://coll.mfn-berlin.de/u/cf23a8;O;Hymenoptera;ORD;indet.;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8172;INV;http://coll.mfn-berlin.de/u/cfdeda;O;Diptera;ORD;indet.;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8180;INV;http://coll.mfn-berlin.de/u/940717;O;Diptera;ORD;indet.;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8190;INV;http://coll.mfn-berlin.de/u/a7fc4a;O;Diptera;ORD;indet.;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8196;INV;http://coll.mfn-berlin.de/u/86aa0;O;Coleoptera;ORD;indet.;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8197;INV;http://coll.mfn-berlin.de/u/533cb6;O;Hymenoptera;ORD;indet.;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8198;INV;http://coll.mfn-berlin.de/u/96ccb8;O;Hymenoptera;ORD;indet.;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8204;INV;http://coll.mfn-berlin.de/u/c54879;O;Coleoptera;ORD;indet.;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8210;INV;http://coll.mfn-berlin.de/u/8a64f;O;Hymenoptera;ORD;indet.;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8225;INV;http://coll.mfn-berlin.de/u/ae197;O;Insecta;CLASS;indet.;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8234;INV;http://coll.mfn-berlin.de/u/c20208;O;Hymenoptera;ORD;indet.;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8242;INV;http://coll.mfn-berlin.de/u/c5d6a4;O;Hymenoptera;ORD;indet.;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8243;INV;http://coll.mfn-berlin.de/u/926e19;O;Heteroptera;ORD;indet.;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8247;INV;http://coll.mfn-berlin.de/u/e4d987;O;Insecta;ORD;indet.;SPE;Douglas Pass/Loma, Colorado/USA;O;Parachute Creek Member, Green River Formation, tieferes Eözan;STR;;O;;O;MB.1996.5.1;O;leg. Schultka 1996;O;;O
MB.I.8275;INV;http://coll.mfn-berlin.de/u/d55303;O;Phryganeidae;FAM;indet.;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8281;INV;http://coll.mfn-berlin.de/u/d06cd7;O;Platycleis;GEN;pongraczi;SPE;Douglas Pass, Florissant Colorado USA;LOC;;STR;;O;;O;;O;;O;;O
MB.I.8296;INV;http://coll.mfn-berlin.de/u/f1db82;O;Insecta;CLASS;indet.;SPE;Douglas Pass/Loma, Colorado/USA;LOC;Parachute Creek Member, Green River Formation, tieferes Eözan;STR;;O;;O;MB.1996.5.1;O;leg. Schultka 1996;O;;O
MB.I.8310;INV;http://coll.mfn-berlin.de/u/e87b5d;O;Bibionidae;FAM;indet.;SPE;;O;Quartär;STR;;O;;O;;O;;O;;O
MB.I.8313;INV;http://coll.mfn-berlin.de/u/8eeff2;O;Phryganeidae;FAM;indet.;SPE;St. Gérand le Puy (Dep. Allier);LOC;Untermiozän;STR;;O;;O;;O;;O;;O
MB.I.8324;INV;http://coll.mfn-berlin.de/u/53405d;O;Phryganeidae;FAM;indet.;SPE;Radoboj, Kroatien;LOC;Untermiozän;STR;Zeuner;O;;O;;O;;O;;O
MB.I.8331;INV;http://coll.mfn-berlin.de/u/22601b;O;Formicidae;FAM;indet.;SPE;Radoboj, Kroatien;LOC;Tertiär;STR;;O;;O;825;O;;O;;O
MB.I.8332;INV;http://coll.mfn-berlin.de/u/43f22a;O;Phryganidae;FAM;incrustirs;SPE;;LOC;Tertiär;STR;;O;;O;;O;;O;;O
MB.I.8335;INV;http://coll.mfn-berlin.de/u/a18938;O;Libellulidae;FAM;indet.;SPE;St. Gérand le Puy (Dep. Allier);LOC;Untermiozän;STR;;O;;O;;O;;O;;O
MB.I.8342;INV;http://coll.mfn-berlin.de/u/23d04d;O;Phryganeidae;FAM;indet.;SPE;St. Gérand le Puy (Dep. Allier);LOC;Untermiozän;STR;;O;;O;;O;;O;;O
MB.I.8346;INV;http://coll.mfn-berlin.de/u/e0bbd8;O;Insecta;CLASS;indet.;SPE;Radoboj, Kroatien;LOC;Miozän;STR;;O;;O;;O;;O;;O
MB.I.8347;INV;http://coll.mfn-berlin.de/u/a5578e;O;Platycleis;GEN;pongraczi;SPE;St. Gérand le Puy (Dep. Allier);LOC;Miozän;STR;;O;;O;;O;;O;;O
MB.I.8350;INV;http://coll.mfn-berlin.de/u/7ff3f;O;Insecta;CLASS;indet.;SPE;Hochheim am Main;LOC;Tertiär;STR;;O;;O;11;O;gek. K. Fiocher, Frankfurt, 1905;O;;O
MB.I.8351;INV;http://coll.mfn-berlin.de/u/ea9e92;O;Hemiptera;ORD;indet.;SPE;St. Gérand le Puy (Dep. Allier);LOC;Untermiozän;STR;;O;;O;;O;;O;;O
MB.I.8359;INV;http://coll.mfn-berlin.de/u/2547cf;O;Hemiptera;ORD;indet.;SPE;Radoboj, Kroatien;LOC;Untermiozän;STR;Zeuner;O;;O;;O;;O;;O
MB.I.8364;INV;http://coll.mfn-berlin.de/u/307929;O;Hemiptera;ORD;indet.;SPE;Radoboj, Kroatien;LOC;Untermiozän;STR;Zeuner;O;;O;;O;;O;;O
MB.I.8366;INV;http://coll.mfn-berlin.de/u/605f67;O;Bruchus;GEN;bituminosus;SPE;Dörstewitz, Halle;O;Eozän;STR;;O;;O;;O;;O;;O
MB.I.8367;INV;http://coll.mfn-berlin.de/u/2ab9c2;O;Insecta;CLASS;indet.;SPE;Girgenti, Sizilien;O;Tertiär;STR;;O;;O;;O;;O;;O
MB.I.8368;INV;http://coll.mfn-berlin.de/u/96f957;O;Phryganidae;FAM;incrustirs;SPE;Girgenti, Sizilien;LOC;Tertiär;STR;;O;;O;;O;;O;;O
MB.I.8373;INV;http://coll.mfn-berlin.de/u/2bd00e;O;Insecta;CLASS;indet.;SPE;Girgenti, Sizilien;O;Tertiär;STR;;O;;O;;O;;O;;O
MB.I.8374;INV;http://coll.mfn-berlin.de/u/a3fdf6;O;Termes;GEN;heros;SPE;;LOC;Tertiär;STR;;O;;O;;O;;O;;O
MB.I.8384;INV;http://coll.mfn-berlin.de/u/8ca8eb;O;Lepidoptera;ORD;indet.;SPE;;LOC;Tertiär;STR;;O;;O;;O;;O;;O
MB.I.8389;INV;http://coll.mfn-berlin.de/u/1501ea;O;Malachius;GEN;vertramni;SPE;St. Gérand le Puy (Dep. Allier);LOC;Miozän;STR;;O;;O;;O;;O;;O
MB.I.8390;INV;http://coll.mfn-berlin.de/u/6faa5d;O;Rhipidorha;ORD;indet.;SPE;;LOC;Tertiär;STR;;O;;O;;O;;O;;O
MB.I.8405;INV;http://coll.mfn-berlin.de/u/17fab1;O;Hymenoptera;ORD;indet.;SPE;Solnhofen;LOC;Oberer Jura;STR;;O;;O;103;O;Slg. Redenbacher;O;;O
MB.I.8416;INV;http://coll.mfn-berlin.de/u/c21c9a;O;Diptera;ORD;indet.;SPE;Oeningen ;LOC;Miozän;STR;;O;;O;52;O;;O;;O
MB.I.8418;INV;http://coll.mfn-berlin.de/u/940817;O;Coleoptera;ORD;indet.;SPE;Willershausen am Westharz;LOC;Ob. Pliozän;STR;;O;;O;;O;;O;;O
MB.I.8419;INV;http://coll.mfn-berlin.de/u/9407f9;O;Hemiptera;ORD;indet.;SPE;Willershausen am Westharz;LOC;Ob. Pliozän;STR;;O;;O;;O;Coll. Krath;O;;O
MB.I.8422;INV;http://coll.mfn-berlin.de/u/a67944;O;Formica;GEN;procera;SPE;Willershausen am Westharz;LOC;Ob. Pliozän;STR;;O;;O;;O;;O;;O
MB.I.843.a;INV;http://coll.mfn-berlin.de/u/271add;O;Scolia;GEN;exarata;SPE;Solnhofen, Bayern, Deutschland;LOC;Oberer Malm;STR;Germar;O;1839;O;;O;Coll. Häberlein 1880;O;;O
MB.I.8436;INV;http://coll.mfn-berlin.de/u/577a00;O;Formica;GEN;Procera;SPE;Willershausen am Westharz;LOC;Ob. Pliozän;STR;;O;;O;8;O;;O;;O
MB.I.8437;INV;http://coll.mfn-berlin.de/u/85a223;O;Locusta;GEN;amanda;SPE;Willershausen am Westharz;LOC;Ob. Pliozän;STR;;O;;O;;O;;O;;O
MB.I.8441;INV;http://coll.mfn-berlin.de/u/94075a;O;Hydrophilus;GEN;involuta;SPE;Willershausen am Westharz;LOC;Ob. Pliozän;STR;;O;;O;;O;;O;leg. et det. A. Stroms 1952;O
MB.I.846;INV;http://coll.mfn-berlin.de/u/94080e;O;Termes;GEN;heros;SPE;Solnhofen, Bayern, Deutschland;LOC;Oberer Malm;STR;Germar;O;1839;O;;O;Coll. Häberlein 1880;O;;O
MB.I.8465;INV;http://coll.mfn-berlin.de/u/e8bda4;O;Platycleis;GEN;speciosa;SPE;Solnhofen;LOC;Oberer Jura;STR;;O;;O;61;O;Slg. Redenbacher;O;det. Assmann;O
MB.I.8467;INV;http://coll.mfn-berlin.de/u/940813;O;Insecta;CLASS;indet.;SPE;Solnhofen;LOC;Oberer Jura;STR;;O;;O;;O;Slg. Redenbacher;O;;O
MB.I.8468;INV;http://coll.mfn-berlin.de/u/63842b;O;Diptera;ORD;indet.;SPE;Oeningen;LOC;Miozän;STR;Heer;O;;O;1108;O;Coll. Zeuner 1931;O;;O
MB.I.847;INV;http://coll.mfn-berlin.de/u/62a210;O;Diptera;ORD;indet.;SPE;Solnhofen, Bayern, Deutschland;LOC;Oberer Malm;STR;Germar;O;1839;O;92b;O;Slg. Redenbacher;O;det. Dr. K. V. Lakshminarayana,  1977;O
MB.I.8470;INV;http://coll.mfn-berlin.de/u/ec4f43;O;Insecta;ORD;indet.;SPE;Solnhofen;LOC;Oberer Jura;STR;;O;;O;93;O;gek. 1854;O;;O
MB.I.8490;INV;http://coll.mfn-berlin.de/u/f12a92;O;Phaneroptera;ORD;indet.;SPE;Willershausen am Westharz;LOC;Ob. Pliozän;STR;;O;;O;;O;;O;leg. et det. A. Stroms 1952;O
MB.I.850;INV;http://coll.mfn-berlin.de/u/adc511;O;Insecta;ORD;indet.;SPE;Solnhofen, Bayern, Deutschland;LOC;Oberer Malm;STR;Germar;O;1839;O;92;O;Slg. Redenbacher;O;;O
MB.I.8501;INV;http://coll.mfn-berlin.de/u/cdf14e;O;Coleoptera;ORD;indet.;SPE;Solnhofen, Bayern, Deutschland;LOC;Oberer Jura;STR;;O;;O;MB.1969.54.100;O;Coll. Rühle v. Lilienstern;O;;O
MB.I.8505;INV;http://coll.mfn-berlin.de/u/edc6df;O;Phaneroptera;GEN;inteseurpta;SPE;Solnhofen, Bayern, Deutschland;LOC;Oberer Jura;STR;Germar;O;;O;6;O;Slg. Häberlein 1880;O;;O
MB.I.8509;INV;http://coll.mfn-berlin.de/u/9407cb;O;Stenophlebia;GEN;sp.;SPE;Solnhofen, Bayern, Deutschland;LOC;Oberer Jura;STR;;O;;O;;O;Slg. Redenbacher;O;;O
MB.I.851;INV;http://coll.mfn-berlin.de/u/940818;O;Phaneroptera;GEN;dubia;SPE;Solnhofen, Bayern, Deutschland;LOC;Oberer Malm;STR;Germar;O;1839;O;91;O;Slg. Redenbacher;O;;O
MB.I.8514;INV;http://coll.mfn-berlin.de/u/940835;O;Insecta;CLASS;indet.;SPE;Solnhofen, Bayern, Deutschland;LOC;Solnhofener Plattenkalk, Ober-Jura;STR;;O;;O;MB.1998.1;O;Slg. Edinger;O;;O
MB.I.8515;INV;http://coll.mfn-berlin.de/u/9407d5;O;Blattina;GEN;mollis;SPE;Solnhofen, Bayern, Deutschland;LOC;Oberer Jura;STR;Assmann;O;;O;14;O;Slg. Redenbacher;O;;O
MB.I.8516;INV;http://coll.mfn-berlin.de/u/9407e5;O;Pycnophlebia;GEN;speciosa;SPE;Solnhofen, Bayern, Deutschland;LOC;Oberer Jura;STR;Germar;O;;O;;O;Slg. Häberlein 1880;O;;O
MB.I.8517;INV;http://coll.mfn-berlin.de/u/9407c0;O;Isoptera;ORD;indet.;SPE;Shengdon-Provinz, China;LOC;Unterkreide;STR;;O;;O;MB.I.2247 (doppelt vergeben);O;gek. von M. Bäätjer (Hamburg) 2001;O;;O
MB.I.8518;INV;http://coll.mfn-berlin.de/u/9406c0;O;Phaneroptera;GEN;amanda;SPE;Solnhofen, Bayern, Deutschland;LOC;Oberer Jura;STR;Hagen;O;;O;8;O;Slg. Häberlein 1880;O;;O
MB.I.8519;INV;http://coll.mfn-berlin.de/u/940830;O;Insecta;CLASS;indet.;SPE;Solnhofen, Bayern, Deutschland;LOC;Oberer Jura;STR;Assmann;O;;O;10;O;Slg. Redenbacher;O;;O
MB.I.852;INV;http://coll.mfn-berlin.de/u/9407c1;O;Insecta;CLASS;indet.;SPE;Solnhofen, Bayern, Deutschland;LOC;Oberer Malm;STR;Germar;O;1839;O;MB.1969.54.93;O;Slg. Rühle v. Lilienstern;O;;O
MB.I.8520;INV;http://coll.mfn-berlin.de/u/6df996;O;Hydrophilus;GEN;avitus;SPE;Solnhofen, Bayern, Deutschland;LOC;Oberer Jura;STR;;O;;O;84;O;Coll. Häberlein 1880;O;;O
MB.I.8521;INV;http://coll.mfn-berlin.de/u/9407ee;O;Lina;GEN;populeti;SPE;Solnhofen, Bayern, Deutschland;LOC;Oberer Jura;STR;Germar;O;;O;;O;Slg. Redenbacher;O;;O
MB.I.8522;INV;http://coll.mfn-berlin.de/u/940836;O;Hymenoptera;ORD;indet.;SPE;Solnhofen, Bayern, Deutschland;LOC;Oberer Jura;STR;;O;;O;;O;Coll. Redenbacher;O;;O
MB.I.8527;INV;http://coll.mfn-berlin.de/u/9407d6;O;Scolia;GEN;obtecta;SPE;Solnhofen, Bayern, Deutschland;LOC;Oberer Jura;STR;;O;;O;;O;Coll. Häberlein 1880;O;;O
MB.I.8528;INV;http://coll.mfn-berlin.de/u/940806;O;Asilicus;GEN;lithophilas;SPE;Solnhofen, Bayern, Deutschland;LOC;Oberer Jura;STR;;O;;O;;O;Slg. Häberlein 1880;O;;O
MB.I.8529;INV;http://coll.mfn-berlin.de/u/9ac8cb;O;Auchenorrhyncha;SUBOR;indet.;SPE;Eichstätt;LOC;Solnhofener Plattenkalk, Malm, Jura;STR;;O;;O;;O;Slg. Kaufmann;O;;O
MB.I.8539;INV;http://coll.mfn-berlin.de/u/e0bd53;O;Insecta;CLASS;indet.;SPE;Solnhofen, Bayern, Deutschland;LOC;Oberer Jura;STR;Germar;O;;O;58;O;Slg. Häberlein 1880;O;;O
MB.I.8541;INV;http://coll.mfn-berlin.de/u/94080b;O;Zygoptera;ORD;indet.;SPE;Solnhofen, Bayern, Deutschland;LOC;Oberer Jura;STR;;O;;O;67;O;Coll. Häberlein 1880;O;;O
MB.I.8551;INV;http://coll.mfn-berlin.de/u/a2e582;O;Termes;GEN;leros;SPE;Solnhofen, Bayern, Deutschland;LOC;Oberer Jura;STR;;O;;O;66;O;gek. 1854;O;;O
MB.I.8559;INV;http://coll.mfn-berlin.de/u/e0fc6a;O;Coleoptera;ORD;indet.;SPE;Eichstätt;LOC;Oberer Jura;STR;;O;;O;;O;Coll. Häberlein 1880;O;;O
MB.I.856;INV;http://coll.mfn-berlin.de/u/940808;O;Isoptera;ORD;indet.;SPE;Solnhofen;LOC;Oberer Malm;STR;Germar;O;;O;;O;Slg. Häberlein 1880;O;;O
MB.I.8565;INV;http://coll.mfn-berlin.de/u/ff0a1e;O;Isoptera;ORD;indet.;SPE;Shengdon-Provinz, China;LOC;Unterkreide;STR;;O;;O;MB.I.2246 (doppelt vergeben);O;gek. von M. Bäätjer (Hamburg) 2003;O;;O
MB.I.8567;INV;http://coll.mfn-berlin.de/u/9407fb;O;Libellulium;GEN;longialatum;SPE;Shengdon-Provinz, China;LOC;Unterkreide;STR;;O;;O;MB.I.2248 (doppelt vergeben);O;gek. von M. Bäätjer (Hamburg) 2001;O;;O
MB.I.8569;INV;http://coll.mfn-berlin.de/u/2296f6;O;Orthoptera;ORD;indet.;SPE;Solnhofen, Bayern, Deutschland;LOC;Oberer Jura;STR;;O;;O;;O;;O;;O
MB.I.857;INV;http://coll.mfn-berlin.de/u/cd6628;O;Phaneroptera;GEN;amanda;SPE;Solnhofen;LOC;Oberer Jura;STR;Germar;O;;O;;O;Slg. Häberlein 1880;O;;O
MB.I.8570;INV;http://coll.mfn-berlin.de/u/e0bc31;O;Lina;GEN;populeti;SPE;Solnhofen, Bayern, Deutschland;LOC;Solnhofener Plattenkalk, Ober-Jura;STR;Germar;O;1839;O;;O;Slg. Edinger 1998;O;;O
MB.I.8574;INV;http://coll.mfn-berlin.de/u/940850;O;Hexagenites;GEN;cellulosus;SPE;Solnhofen, Bayern, Deutschland;LOC;Oberer Jura;STR;;O;;O;;O;Coll. Häberlein 1880;O;;O
MB.I.8579;INV;http://coll.mfn-berlin.de/u/e0bcb7;O;Termes;GEN;lithophilus;SPE;Solnhofen, Bayern, Deutschland;LOC;Oberer Jura;STR;;O;;O;;O;Slg. Häberlein 1880;O;;O
MB.I.8580;INV;http://coll.mfn-berlin.de/u/9407ce;O;Gryllus;GEN;subterraneus;SPE;Solnhofen, Bayern, Deutschland;LOC;Oberer Jura;STR;;O;;O;;O;Slg. Häberlein 1880;O;;O
MB.I.8581;INV;http://coll.mfn-berlin.de/u/7e3a99;O;Ephemera;GEN;intermedia;SPE;Solnhofen, Bayern, Deutschland;LOC;Oberer Jura;STR;Hagen;O;1862;O;31;O;Slg. Redenbacher;O;det.  G. Demoulin 1970;O
MB.I.8585;INV;http://coll.mfn-berlin.de/u/940849;O;Blattina;GEN;mollis;SPE;Eichstätt, Bayern, Deutschland;LOC;Solnhofener Plattenkalk, Ober-Jura;STR;;O;;O;MB.1995.4;O;Coll. Kaufmann;O;;O
MB.I.8587;INV;http://coll.mfn-berlin.de/u/9407d4;O;Anoplites;GEN;bremii;SPE;Solnhofen, Bayern, Deutschland;LOC;Oberer Jura;STR;;O;;O;85;O;Coll. Häberlein 1880;O;;O
MB.I.8588;INV;http://coll.mfn-berlin.de/u/9407d9;O;Insecta;CLASS;indet.;SPE;Randecker Maar;LOC;;STR;;O;;O;;O;;O;;O
MB.I.859;INV;http://coll.mfn-berlin.de/u/940840;O;Auchenorrhyncha;SUBOR;indet.;SPE;Solnhofen;LOC;Oberer Jura;STR;Germar;O;;O;MB.1969.54.99;O;Slg. Rühle von Lilienstern;O;det. Dr. K. V. Lakshminarayana, Calcutta 1977;O
MB.I.8592;INV;http://coll.mfn-berlin.de/u/94084b;O;Auchenorrhyncha;SUBOR;indet.;SPE;Oeningen ;LOC;Miozän;STR;Heer;O;;O;89;O;;O;;O
MB.I.8596;INV;http://coll.mfn-berlin.de/u/7c0148;O;Diptera;ORD;indet.;SPE;Solnhofen, Bayern, Deutschland;LOC;Oberer Jura;STR;;O;;O;;O;Slg. Redenbacher;O;;O
MB.I.8598;INV;http://coll.mfn-berlin.de/u/940801;O;Insecta;CLASS;indet.;SPE;Solnhofen, Bayern, Deutschland;LOC;Oberer Jura;STR;;O;;O;;O;Slg. Häberlein 1880;O;;O
MB.I.8605;INV;http://coll.mfn-berlin.de/u/e0bd4d;O;Zygoptera;ORD;indet.;SPE;Shengdon-Provinz, China;LOC;Unterkreide;STR;;O;;O;MB.I.2240 (doppelt vergeben);O;gek. von M. Bäätjer (Hamburg) 2003;O;;O
MB.I.8606;INV;http://coll.mfn-berlin.de/u/940766;O;Neuropterida;ORD;indet.;SPE;Shengdon-Provinz, China;LOC;Unterkreide;STR;;O;;O;MB.I.2244 (doppelt vergeben);O;gek. von M. Bäätjer (Hamburg) 2003;O;;O
MB.I.8607;INV;http://coll.mfn-berlin.de/u/e0bcd2;O;Auchenorrhyncha;SUBOR;indet.;SPE;Shengdon-Provinz, China;LOC;Unterkreide;STR;;O;;O;MB.I.2236 (doppelt vergeben);O;gek. von M. Bäätjer (Hamburg) 2001;O;;O
MB.I.8608;INV;http://coll.mfn-berlin.de/u/e0bbc1;O;Oreina;GEN;hellenis;SPE;Oeningen;LOC;Obermiozän;STR;Heer;O;;O;;O;Coll. Heer;O;;O
